DF_Market,Location,TMO,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
China,Changsha Huanghua,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,31139826,0
Greece,Corfu,JTI,Regular,Full Flavor,STD,KS,5,470835600,1.6
Great Britain,Humberside,IMPERIAL BRANDS,Regular,Lights,STD,KS,4,9028200,0
Taiwan,Kaohsiung,JTI,NTD Caps,Full Flavor,STD,KS,1,161475328,0.1
Italy,Venice,JTI,Regular,Full Flavor,STD,KS,3,331783200,1.4
Lebanon,Beirut - Rafik Hariri,BAT,,,,,1,44989439,31.8
Brazil,Natal,BAT,Regular,Full Flavor,STD,KS,6,22151200,0.2
Indonesia,Ngurah Rai,KT & G,Regular,Lights,SSL,100,1,18424000,0.2
Turkey,Denizli Cardak Airport,BAT,NTD Caps,Full Flavor,STD,KS,4,2998000,0
Germany,Paderborn,JTI,Regular,Full Flavor,STD,KS,1,1027200,0
Ivory Coast,Abidjan,BAT,Regular,Full Flavor,STD,KS,5,419507400,23.8
China,Shanghai Pudong,JTI,Regular,Lights,STD,KS,4,3380522680,0.9
Spain,Almeria,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,11560000,0
Great Britain,Edinburgh,KARELIA TOBACCO,Regular,Lights,SSL,100,2,11999200,0
China,Zhengzhou Xinzheng,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,43847,0
India,Mangalore,BAT,,,,,1,29936,0
Tanzania,Kilimanjaro,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,9692200,1
Cambodia,Phnom Penh,BAT,Regular,Full Flavor,STD,KS,8,324552600,21.4
Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS,Menthol,Lights,STD,KS,1,2059200,0
Great Britain,London Gatwick,JTI,Regular,Full Flavor,STD,KS,8,3738107200,2.7
Greece,Rhodes,KARELIA TOBACCO,Regular,Lights,STD,KS,3,14339000,0
Morocco,Tangier,BAT,Menthol,Full Flavor,STD,KS,1,20497600,0
Morocco,Nador,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,11050000,0
Poland,Olsztyn,JTI,Regular,Full Flavor,STD,KS,4,63186800,0.3
Caribbean Other,Basseterre (Saint Kitts),BAT,Regular,Lights,STD,KS,1,6996000,14.1
Oman,Muscat,IMPERIAL BRANDS,,,,,1,20392994,30.3
Dominican Republic,Punta Cana - Higuey,JTI,Regular,Lights,STD,KS,3,1177773600,8.6
Mexico,Guadalajara,BAT,Regular,Full Flavor,SSL,100,1,4011200,0
Great Britain,Glasgow Prestwick,BAT,Regular,Full Flavor,STD,KS,1,56161400,0
Malaysia,Kota Kinabalu,JTI,NTD Caps,Full Flavor,STD,KS,1,48640000,0.3
Greece,Santorini,BAT,Regular,Full Flavor,STD,KS,3,5687400,0
Morocco,Marrakech,JTI,Regular,Lights,STD,KS,3,2954565075,2.3
Tunisia,Sfax,JTI,Regular,Full Flavor,STD,KS,4,200590800,0.5
Greece,Santorini,IMPERIAL BRANDS,Regular,Lights,STD,KS,3,104444200,0.4
China,Weihai Dashuibo,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,66015,0
China,Guangzhou Baiyun,CHINA NATIONAL,Regular,Full Flavor,STD,KS,13,32979486331,8.5
Turkey,Antalya Gazipasa Airport,JTI,NTD Caps,Full Flavor,STD,KS,2,83176200,0
China,Fuzhou Changle,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,32600,0
China,Yinchuan Hedong,BAT,Regular,Full Flavor,STD,KS,15,17000017,0
Greece,Santorini,JTI,Regular,Ultralights,STD,KS,1,18228600,0.1
China,Wenzhou Longwan,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,37820,0
Greece,Alexandoupolis,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,475556200,1.6
Brazil,Belo Horizonte,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,441600,0
Indonesia,Soekarno Hatta,BAT,NTD Caps,Full Flavor,STD,KS,1,152400,0
China,Nanjing Lukou,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,378649,0
Great Britain,London Gatwick,JTI,Regular,Lights,STD,KS,2,798786600,0.6
India,Trichy,BAT,,,,,1,29936,0
Japan,Tokyo - Narita,BAT,Menthol Caps,Full Flavor,SSL,100,3,322990000,0.9
Turkey,Istanbul Asia Airport,P.T. DJARUM,Regular,Full Flavor,SLI,KS,1,362225000,0.2
China,Sanya Fenghuang,BAT,Regular,Full Flavor,STD,100,1,874000,0
Dominican Republic,Punta Cana - Higuey,BAT,Regular,Full Flavor,STD,KS,14,1254995000,9.2
China,Yantai Penglai,BAT,Regular,1mg,STD,KS,1,958452,0
Spain,Malaga,KING'S TOBACCO,Regular,Ultralights,SSL,100,1,7999200,0
Turkey,Antalya Airport,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,2,986232400,0.4
Qatar,Doha,BAT,,,,,1,82667416,47.6
Switzerland,Basel,JTI,Regular,Lights,STD,KS,2,4087862160,5.1
Great Britain,Edinburgh,IMPERIAL BRANDS,Regular,Lights,STD,KS,5,768171000,0.6
Mexico,Mexico City,BAT,Regular,Lights,SSL,100,1,541144800,2.6
Turkey,Ankara Airport,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,15348200,0
Saudi Arabia,Jeddah,BAT,,,,,1,12394451,0
Greece,Mykonos,IMPERIAL BRANDS,Regular,Lights,STD,KS,3,21629400,0.1
Great Britain,Manchester,JTI,Regular,Ultralights,STD,KS,1,709660800,0.5
Italy,Bergamo,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,40880800,0.2
Turkey,Samsun Airport,KARELIA TOBACCO,Regular,Full Flavor,STD,KS,3,9545600,0
Greece,Santorini,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,397914600,1.4
Kuwait,Kuwait,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,29593200,0.2
France,Toulouse,BAT,Regular,Lights,SSL,100,1,29825000,0.1
China,Fuzhou Changle,BAT,Menthol,Full Flavor,STD,KS,1,425040,0
Morocco,Fes,JTI,Regular,Ultralights,STD,KS,1,1272000,0
Australia,Sydney,IMPERIAL BRANDS,,,,,1,610016,0.9
Jamaica,Montego Bay,IMPERIAL BRANDS,,,,,1,155922,0
South Korea,Busan - Kimhae,JTI,Menthol Caps,Full Flavor,STD,KS,1,33004800,0
China,Zhengzhou Xinzheng,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,6814249,0
Bulgaria,Varna,IMPERIAL BRANDS,Regular,Lights,STD,KS,2,12478200,0.1
Albania,Tirana,IMPERIAL BRANDS,Regular,Full Flavor,SSL,KS,1,21036800,0.1
Cape Verde,Espargos,BAT,Regular,Full Flavor,SSL,100,1,19251000,0.6
Saudi Arabia,DAMMAM,BAT,Regular,Full Flavor,STD,100,1,5512000,0
Poland,Rzeszow,BAT,,,,,1,511654,0
China,Nanchang Changbei,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,436306,0
Greece,Zakynthos,BAT,Regular,Full Flavor,STD,KS,3,7161200,0
Guatemala,Guatemala City,BAT,Menthol,Full Flavor,STD,KS,2,21470800,3.4
Russia,Krasnoyarsk,JTI,Regular,Lights,STD,KS,3,18843200,0.6
South Sudan,Juba,BAT,,,,,1,1001083,87.1
Russia,Sochi,JTI,Regular,Full Flavor,STD,100,2,5682800,0.2
Great Britain,London Gatwick,KARELIA TOBACCO,Regular,Lights,SSL,100,2,71449600,0.1
Morocco,Agadir,IMPERIAL BRANDS,Regular,Full Flavor,SSL,KS,1,2827960,0
Turkey,Bodrum Airport,JTI,Regular,Lights,STD,100,1,94080000,0
Dominican Republic,Puerto Plata,JTI,NTD Caps,Full Flavor,STD,KS,3,15821600,0.1
Turkey,Izmir Airport,KARELIA TOBACCO,Regular,Lights,SSL,100,1,79143000,0
United Arab Emirates,Dubai,OTHER LOCAL TMO IND.,Regular,Full Flavor,STD,KS,2,73570000,0
China,Xiamen Gaoqi,BAT,Regular,Lights,STD,KS,2,142436524,0
Morocco,Rabat,JTI,Regular,Ultralights,STD,KS,1,913216,0
China,Jinan Xiaoqiang,CHINA NATIONAL,,,,,1,54416,0
France,Bordeaux,JTI,Regular,Ultralights,STD,KS,1,12398400,0
Dominican Republic,La Romana,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,139400,0
China,Kunming Wujiaba,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,40030248,0
Ecuador,Guayaquil,JTI,Regular,Lights,STD,KS,1,41535000,2.7
Taiwan,Kaohsiung,BAT,Regular,Lights,STD,KS,3,1103060422,0.7
China,Shenyang Taoxian,IMPERIAL BRANDS,Menthol,Full Flavor,STD,LONGER THAN KS,1,2779882,0
Albania,Tirana,JTI,Regular,Full Flavor,STD,KS,8,16276594600,66.9
Japan,Chubu,BAT,Regular,Lights,STD,KS,1,19992000,0.1
China,Fuzhou Changle,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,977500,0
Russia,Samara,OTHER LOCAL TMO IND.,,,,,1,34005,0
China,Changsha Huanghua,IMPERIAL BRANDS,Menthol,Full Flavor,STD,LONGER THAN KS,1,1750995,0
China,Yantai Penglai,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,59780,0
Morocco,Tangier,JTI,Regular,Full Flavor,STD,KS,10,3441503628,2.7
Vietnam,Ho Chi Minh,CHINA NATIONAL,,,,,1,1540408,0
China,Chengdu Tianfu,BAT,Regular,Lights,STD,KS,2,173692124,0
China,Weihai Dashuibo,JTI,Regular,1mg,STD,KS,1,1404496,0
Lithuania,Kaunas,OTHER LOCAL TMO IND.,,,,,1,4615385,39.6
China,Yanji Zhaoyangchuan,JTI,NTD Caps,Full Flavor,STD,KS,1,1241600,0
Turkey,Denizli Cardak Airport,BAT,Regular,Full Flavor,SSL,100,2,2281600,0
Turkey,Istanbul Asia Airport,BAT,Menthol,Full Flavor,SSL,100,1,2090248800,0.9
China,Shanghai Pudong,KT & G,Menthol,Full Flavor,SSL,100,1,923732130,0.2
Mexico,Puerto Vallarta,BAT,Regular,Lights,SSL,100,1,148886400,0.7
Brazil,Fortaleza,JTI,NTD Caps,Full Flavor,STD,KS,1,5368000,0.1
Ireland,Cork,BAT,Regular,Full Flavor,STD,KS,2,193273200,1.5
China,Guangzhou Baiyun,KT & G,Menthol,Full Flavor,SSL,100,1,539667105,0.1
Spain,Santander,BAT,Regular,Full Flavor,STD,KS,1,67840800,0.1
China,Yantai Penglai,BAT,Regular,Lights,STD,KS,2,17408690,0
France,Marseille,BAT,Regular,Lights,STD,KS,1,47488000,0.1
Bulgaria,Bourgas,KING'S TOBACCO,Regular,Lights,SSL,100,1,6344000,0.1
Turkey,Samsun Airport,KARELIA TOBACCO,Regular,1mg,SSL,100,1,5538000,0
Norway,Bergen,OTHER LOCAL TMO IND.,,,,,1,5354549,11.8
Greece,Corfu,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,3,54056600,0.2
United Arab Emirates,Dubai,IMPERIAL BRANDS,Regular,Lights,SSL,100,1,38376800,0
Egypt,Luxor,JTI,,,,,1,26911,0
Great Britain,Southampton,JTI,NTD Caps,Full Flavor,STD,KS,1,16674000,0
Spain,Valencia,BAT,Regular,Ultralights,STD,KS,1,43886400,0
China,Nanning Wuxu,BAT,Regular,Lights,STD,KS,2,30387856,0
Tanzania,Dar Es Salaam,BAT,NTD Caps,Full Flavor,STD,KS,1,772800,0.1
Turkey,Dalaman Airport,KARELIA TOBACCO,,,,,1,2482293,0
Kenya,Jomo Kenyatta,BAT,Regular,Full Flavor,STD,KS,6,737519800,26.1
Brazil,Viracopos,JTI,Regular,Lights,STD,KS,1,21726000,0.2
China,Wuhan Tianhe,CHINA NATIONAL,Regular,Lights,STD,KS,1,33640542,0
Turkey,Bodrum Airport,BAT,Menthol,Full Flavor,STD,KS,1,14496000,0
China,Yinchuan Hedong,BAT,Regular,1mg,STD,KS,1,275812,0
Spain,Bilbao,BAT,Regular,Lights,SSL,100,1,26246000,0
Cambodia,Phnom Penh,CHINA NATIONAL,NTD Caps,Full Flavor,SSL,KS,1,1112800,0.1
Suriname,Paramaribo,BAT,,,,,1,873545,54.1
Spain,Gerona,BAT,Regular,Full Flavor,SSL,100,1,2373600,0
Great Britain,Southampton,IMPERIAL BRANDS,Menthol,Full Flavor,STD,KS,1,1110200,0
Great Britain,Liverpool,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,4375800,0
China,Yinchuan Hedong,KT & G,Menthol,Full Flavor,SSL,100,1,1955971,0
Greece,Ioannina,JTI,Regular,Lights,STD,KS,1,633600,0
Dominican Republic,Samana El Catey,JTI,Regular,Full Flavor,SSL,100,1,3148800,0
Vietnam,Phu Quok,JTI,Regular,Full Flavor,STD,KS,2,1917355,0
Bulgaria,Varna,JTI,Regular,Full Flavor,STD,KS,3,146568156,1.8
China,Shanghai Hongqiao,KT & G,NTD Caps,Lights,SSL,100,1,58246796,0
Albania,Tirana,JTI,Regular,Full Flavor,STD,100,3,269374000,1.1
Ivory Coast,Abidjan,BAT,Regular,Lights,SLI,100,1,1362200,0.1
Malaysia,Kuala Lumpur,JTI,NTD Caps,Full Flavor,STD,KS,2,332639000,1.8
Russia,Moscow - Sheremetyevo,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,77596800,2.4
Italy,Venice,JTI,Regular,1mg,STD,KS,1,3494400,0
Russia,Moscow - Domodedovo,JTI,Regular,Lights,STD,KS,2,70754400,2.2
Dominican Republic,Santo Domingo Las Americas,BAT,Menthol,Full Flavor,STD,KS,1,226079800,1.7
Greece,Chania,JTI,Regular,Ultralights,STD,KS,2,30470800,0.1
Great Britain,Edinburgh,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,2857255800,2.1
Great Britain,Jersey,JTI,Regular,Full Flavor,STD,KS,1,224400000,0.2
Sri Lanka,Bandaranaike,OTHER LOCAL TMO IND.,,,,,1,106,0
South Korea,Busan - Kimhae,KT & G,Regular,1mg,SSL,100,11,2789052200,1.3
Switzerland,Geneva,BAT,Menthol Caps,Full Flavor,SSL,100,1,896000,0
South Korea,Seoul (downtown),BAT,Regular,Lights,STD,KS,1,312000,0
Turkey,Samsun Airport,BAT,Regular,Full Flavor,SSL,KS,2,1769400,0
Poland,Katowice,IMPERIAL BRANDS,,,,,1,833484,0
India,Mangalore,KT & G,,,,,1,37134,0
Caribbean Other,Basseterre (Saint Kitts),IMPERIAL BRANDS,Menthol,Full Flavor,STD,100,1,298800,0.6
Morocco,Al Hoceima,BAT,Regular,Lights,STD,KS,1,316940,0
Mexico,Cozumel,IMPERIAL BRANDS,Menthol Caps,Full Flavor,STD,KS,1,459800,0
Iraq,Suleymania Airport,BAT,,,,,1,1378786,7.8
United Arab Emirates,Dubai,IMPERIAL BRANDS,Regular,1mg,SSL,100,1,1275350400,0.8
South Africa,Johannesburg,CHINA NATIONAL,Regular,Full Flavor,STD,KS,1,196212000,3.3
Spain,Bilbao,BAT,Regular,Lights,STD,KS,2,35816000,0
Ireland,Shannon,IMPERIAL BRANDS,,,,,1,4618376,0
China,Yantai Penglai,KT & G,Menthol,Full Flavor,SSL,100,1,6864107,0
Japan,Fukushima,JTI,,,,,1,6772,0
Brazil,Natal,JTI,Regular,Lights,STD,KS,1,1704000,0
China,Beijing,JTI,Menthol,Full Flavor,STD,KS,1,91189608,0
South Korea,Cheongju,KT & G,NTD Caps,Full Flavor,SSL,100,1,81423000,0
Great Britain,London City,IMPERIAL BRANDS,Regular,Lights,STD,KS,2,9728200,0
Bahrain,Manama,JTI,Regular,1mg,STD,KS,2,111336000,0.5
France,Paris Orly,JTI,Regular,Ultralights,STD,KS,2,43434400,0.1
Poland,Katowice,JTI,,,,,1,6143706,0
Australia,Perth,IMPERIAL BRANDS,Menthol,Full Flavor,STD,KS,1,84000,0.1
Poland,Gdansk,JTI,Regular,Lights,STD,100,1,429680000,2
Brazil,Porto Alegre,JTI,Menthol,Full Flavor,SSL,100,1,103600,0
Morocco,Agadir,BAT,Regular,Lights,STD,KS,2,947888680,0.7
Dominican Republic,Samana El Catey,BAT,Menthol,Full Flavor,SSL,100,1,2190000,0
Taiwan,Everrich Downtown Kinmen,ALISHAN GROUP LTD,Regular,Full Flavor,SSL,KS,1,875424,0
India,Bangalore,IMPERIAL BRANDS,Regular,Full Flavor,SSL,KS,1,9089600,0.4
Turkey,Kayseri Airport,MONUS,Regular,Full Flavor,STD,KS,1,45600,0
United Arab Emirates,Dubai,BAT,Regular,Lights,STD,KS,1,1339386600,0.9
Japan,Hiroshima,BAT,,,,,1,219390,0
Brazil,Natal,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,193200,0
China,Nanchang Changbei,JTI,Regular,Full Flavor,STD,100,1,53262,0
Saudi Arabia,DAMMAM,JTI,Regular,1mg,STD,KS,1,102480000,0.2
Taiwan,Taichung,ALISHAN GROUP LTD,Regular,Full Flavor,SSL,KS,1,175128,0
China,Hefei Xinqiao,IMPERIAL BRANDS,Regular,Full Flavor,STD,LONGER THAN KS,1,3682920,0
China,Wuxi Shuofang,IMPERIAL BRANDS,Regular,Full Flavor,STD,LONGER THAN KS,1,2571840,0
Turkey,Cukurova Airport,BAT,Regular,Full Flavor,STD,100,2,12640600,0
Tunisia,Enfidha,IMPERIAL BRANDS,Regular,Lights,STD,KS,2,42530400,0.1
South Korea,Busan - Kimhae (downtown),KT & G,NTD Caps,Ultralights,STD,KS,1,3172000,0
Tunisia,Monastir,JTI,NTD Caps,Full Flavor,STD,KS,3,33750800,0.1
Cape Verde,Rabil,JTI,Regular,Lights,STD,KS,1,22210200,0.7
Japan,Kagoshima,BAT,,,,,1,47431,0
Poland,Elblag,JTI,Regular,Full Flavor,STD,100,1,11986800,0.1
New Zealand,Queenstown,IMPERIAL BRANDS,,,,,1,5823,0.4
South Korea,Incheon,KT & G,Menthol,Lights,SSL,100,1,864372600,0.4
Switzerland,Zurich,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,21648000,0
India,Bangalore,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,3905400,0.2
Turkey,Istanbul Asia Airport,IMPERIAL BRANDS,NTD Caps,Full Flavor,STD,KS,1,51134400,0
Greece,Zakynthos,IMPERIAL BRANDS,Regular,Lights,STD,100,1,81600000,0.3
Jordan,Amman,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,2619274400,10.5
Turkey,Kayseri Airport,BAT,Regular,Full Flavor,STD,100,2,25284800,0
Reunion,Roland Garros,BAT,Regular,Lights,STD,KS,1,375240000,3.3
Mexico,Cozumel,BAT,Menthol,Full Flavor,SSL,100,1,2584200,0
Turkey,Gaziantep Airport,BAT,NTD Caps,Full Flavor,SSL,100,1,315000,0
Nigeria,Lagos,BAT,Regular,Lights,SSL,100,1,36505800,7.3
China,Nanning Wuxu,CHINA NATIONAL,Regular,Lights,STD,KS,1,10175168,0
China,Qingdao Liuting,KT & G,NTD Caps,Lights,SSL,100,1,20481155,0
India,Jaipur,KT & G,,,,,1,37134,0
Japan,Komatsu,JTI,,,,,1,410006,0
China,Yantai Penglai,IMPERIAL BRANDS,Menthol,Full Flavor,STD,LONGER THAN KS,1,565462,0
United Arab Emirates,Dubai,KT & G,Regular,Lights,STD,KS,1,118568800,0.1
United Arab Emirates,Dubai,GULBAHAR TOBACCO,NTD Caps,Full Flavor,SLI,100,1,7658400,0
Indonesia,Ngurah Rai,IMPERIAL BRANDS,Regular,Lights,STD,KS,2,211429600,2.1
China,Mudanjiang Hailang,BAT,Regular,Full Flavor,STD,100,1,95000,0
China,Hohhot Baita,JTI,Regular,1mg,STD,KS,1,3604556,0
Mexico,Puerto Vallarta,BAT,Regular,Full Flavor,SSL,100,1,19798400,0.1
Egypt,Sharm El Sheikh,IMPERIAL BRANDS,,,,,1,951364,0
Spain,Ibiza,BAT,Regular,Lights,SSL,100,1,238838600,0.3
Egypt,Aswan,KARELIA TOBACCO,,,,,1,426507,0
Turkey,Istanbul Asia Airport,Undefined,Regular,Full Flavor,STD,KS,1,1166400,0
Bulgaria,Bourgas,KING'S TOBACCO,Regular,Lights,STD,KS,1,28459800,0.3
India,Chattrapati Shivaji,ITC Ltd.,,,,,1,3826366,0.2
China,Nanjing Lukou,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,352824,0
Cambodia,Phnom Penh,CHINA NATIONAL,Regular,Lights,SSL,100,1,13800,0
Great Britain,Jersey,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,3341836200,2.4
Mexico,Cozumel,JTI,Menthol,Full Flavor,SSL,100,1,1295000,0
Russia,Makhachkala,JTI,Regular,Lights,STD,100,1,7440000,0.2
Great Britain,London Southend Airport,JTI,Regular,Ultralights,STD,KS,1,5830200,0
India,Bangalore,KING'S TOBACCO,Regular,Ultralights,SSL,100,1,26400,0
Canary Islands,Lanzarote,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,232451200,0.2
Greece,Santorini,KARELIA TOBACCO,Regular,Full Flavor,STD,KS,1,1936400,0
Bahrain,Manama,JTI,Regular,Lights,STD,100,1,1520000,0
China,Harbin Taiping,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,129000,0
France,Marseille,JTI,Regular,Lights,STD,KS,2,463437600,1
Spain,Palma De Mallorca,IMPERIAL BRANDS,Regular,Lights,STD,100,1,614937600,0.7
Spain,Alicante,JTI,Menthol,Lights,STD,KS,1,769380200,0.9
Dominican Republic,La Romana,BAT,Menthol,Full Flavor,STD,KS,1,1493400,0
Japan,Tokyo - Haneda,BAT,,,,,1,41244933,0.1
Italy,Bergamo,KING'S TOBACCO,Regular,Full Flavor,STD,KS,1,1310400,0
China,Dalian Zhoushuizi,BAT,Menthol,Full Flavor,STD,KS,1,5150880,0
Morocco,Nador,BAT,Regular,Lights,SSL,100,1,40323400,0
Japan,Hiroshima,JTI,,,,,1,1413561,0
United Arab Emirates,Abu Dhabi,JTI,Menthol Caps,Full Flavor,STD,KS,1,17992800,0
Switzerland,Zurich,BAT,Regular,Lights,SLI,100,1,171331400,0.2
Poland,Bydgoszcz,JTI,,,,,1,2182377,0
India,Bangalore,KING'S TOBACCO,Regular,Lights,STD,KS,1,4712400,0.2
Spain,Alicante,IMPERIAL BRANDS,Menthol,Full Flavor,STD,KS,1,176689800,0.2
China,Ningbo Lishe,IMPERIAL BRANDS,Menthol,Full Flavor,STD,LONGER THAN KS,1,287240,0
Colombia,Cali,BAT,Menthol,Full Flavor,SSL,100,1,2058600,0
Turkey,Izmir Airport,IMPERIAL BRANDS,Menthol,Full Flavor,STD,100,1,6872400,0
China,Urumchi Diwobao,BAT,Regular,Full Flavor,STD,100,1,24420320,0
Indonesia,Ngurah Rai,P.T. DJARUM,,,,,1,230,0
India,Chattrapati Shivaji,BAT,,,,,1,1641288,0.1
Morocco,Marrakech,BAT,Regular,Ultralights,STD,KS,1,266440400,0.2
India,Mangalore,JTI,,,,,1,163715,0
Greece,Athens,JTI,NTD Caps,Full Flavor,STD,KS,1,14298270,0
China,Yanji Zhaoyangchuan,JTI,Menthol,Lights,STD,KS,1,1449210,0
France,Chambery,JTI,Regular,Lights,STD,KS,1,1267200,0
United Arab Emirates,Dubai,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,11358200,0
China,Shenyang Taoxian,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,28272396,0
Spain,Barcelona,BAT,Regular,Ultralights,STD,KS,1,282318000,0.3
South Korea,Seoul,KT & G,Menthol Caps,Full Flavor,STD,KS,1,26914200,0
Dominican Republic,Santo Domingo Las Americas,JTI,Regular,Lights,STD,KS,1,433668000,3.2
South Korea,Busan - Kimhae (downtown),KT & G,Regular,Lights,SSL,100,1,61236000,0
South Korea,Jeju,KT & G,Regular,Ultralights,STD,KS,1,306434000,0.1
Canary Islands,Fuerteventura,BAT,Regular,Lights,STD,KS,1,677870000,0.5
China,Qingdao Liuting,CHINA NATIONAL,,,,,1,325142,0
Greece,Corfu,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,8645600,0
Turkey,Istanbul Asia Airport,JTI,Menthol,Lights,STD,100,1,32810400,0
China,Nanchang Changbei,BAT,Regular,Lights,STD,KS,2,850002,0
South Korea,Jeju,JTI,Regular,Lights,STD,KS,1,1543353600,0.7
India,Hyderabad,IMPERIAL BRANDS,,,,,1,782940,0
China,Nanjing Lukou,JTI,NTD Caps,Full Flavor,STD,KS,1,14945024,0
China,Weihai Dashuibo,JTI,Menthol,Full Flavor,STD,KS,1,135754,0
China,Sanya Fenghuang,JTI,Regular,Full Flavor,STD,100,1,277070,0
Dominican Republic,Santiago Cibao,BAT,Menthol,Full Flavor,STD,KS,1,204831600,1.5
Taiwan,Everrich Downtown Kinmen,KT & G,Menthol,Full Flavor,SSL,100,1,30760716,0
South Korea,Muan,JTI,Regular,Lights,STD,KS,1,4712000,0
New Zealand,Auckland,BAT,,,,,1,442201,28.8
Japan,Osaka - Kansai,KT & G,Regular,Lights,SSL,100,1,2440800,0
Poland,Szczecin,BAT,Regular,Lights,STD,KS,1,263200,0
China,Shanghai Hongqiao,IMPERIAL BRANDS,Regular,Full Flavor,STD,LONGER THAN KS,1,53197420,0
Kazakhstan,Almaty,JTI,,,,,1,102203,0
Japan,Tokyo - Narita,JTI,Regular,Full Flavor,STD,100,1,97713000,0.3
United Arab Emirates,Abu Dhabi,BAT,Regular,Lights,SSL,100,1,1063201600,0.7
Japan,Chubu,JTI,Regular,Full Flavor,STD,100,1,18711000,0
Tunisia,Jerba,BAT,Regular,Lights,SSL,100,1,438069600,1.1
Great Britain,Humberside,BAT,Regular,Full Flavor,STD,KS,1,6736000,0
Taiwan,Taipei - Taoyuan,KT & G,Menthol,Full Flavor,SSL,100,1,351827000,0.2
China,Shanghai Hongqiao,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,41426076,0
China,Wenzhou Longwan,BAT,Regular,Full Flavor,STD,100,1,3963780,0
Great Britain,Liverpool,IMPERIAL BRANDS,Menthol,Full Flavor,STD,KS,1,28206400,0
Morocco,Al Hoceima,JTI,Regular,Lights,STD,KS,2,1155573,0
India,Sardar Vallabh Bhai Patel,IMPERIAL BRANDS,,,,,1,44930,0
South Korea,Jeju (downtown),BAT,Regular,Lights,STD,KS,1,15384000,0
Spain,Reus,BAT,Regular,Ultralights,STD,KS,1,37018000,0
Tunisia,Sfax,JTI,,,,,1,41398,0
Zambia,Lusaka,BAT,,,,,1,28172,69.6
Turkey,Ankara Airport,IMPERIAL BRANDS,Regular,1mg,SSL,100,1,66830400,0
Turkey,Diyarbakir Airport,KARELIA TOBACCO,Regular,1mg,SSL,100,1,3578400,0
South Korea,Seoul,BAT,Menthol,1mg,STD,KS,1,9227200,0
Tanzania,Dar Es Salaam,BAT,Regular,Full Flavor,SSL,100,1,32043600,3.4
South Korea,Muan,KT & G,Menthol,Lights,SSL,100,1,455000,0
China,Wuhan Tianhe,BAT,Regular,1mg,STD,KS,1,3378220,0
China,Yancheng Nanyang,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,1830,0
France,Marseille,JTI,Menthol,Full Flavor,STD,100,1,10563000,0
Great Britain,Edinburgh,IMPERIAL BRANDS,Menthol,Full Flavor,STD,KS,1,34513800,0
Brazil,Rio de Janeiro,JTI,Menthol,Full Flavor,SSL,100,1,39316200,0.4
Greece,Mykonos,KARELIA TOBACCO,Regular,Lights,STD,KS,1,5616800,0
Kenya,Jomo Kenyatta,BAT,Menthol,Full Flavor,STD,KS,1,34739200,1.2
Greece,Athens,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,128400000,0.4
Spain,Ibiza,BAT,Regular,Full Flavor,SSL,100,1,12925800,0
